sku,nombre,marca,modelo,tipo,calidad,marco,compatibilidad,precio_publico,precio_mayorista,precio_promocional,costo,stock,publicado,novedad,nuevo_ingreso,promocion,fecha_ingreso,orden_destacado
PCG-TCL-406,Placa de carga TCL 406,TCL,406,Placa de carga,,,,7000,,,,3,true,false,false,false,,0
PCG-TCL-40SE,Placa de carga TCL 40SE,TCL,40SE,Placa de carga,,,,7000,,,,3,true,false,false,false,,0
PCG-TCL-505,Placa de carga TCL 505,TCL,505,Placa de carga,,,,7000,,,,3,true,false,false,false,,0
PCG-XIA-REDMI13C4G5G,Placa de carga Xiaomi Redmi 13C 4G 5G,Xiaomi,Redmi 13C 4G 5G,Placa de carga,,,,5000,,,,2,true,false,false,false,,0
PCG-XIA-REDMI14C,Placa de carga Xiaomi Redmi 14C,Xiaomi,Redmi 14C,Placa de carga,,,,7000,,,,3,true,false,false,false,,0
PCG-XIA-REDMI15C,Placa de carga Xiaomi Redmi 15C,Xiaomi,Redmi 15C,Placa de carga,,,,7000,,,,3,true,false,false,false,,0
PCG-XIA-REDMIA3,Placa de carga Xiaomi Redmi A3,Xiaomi,Redmi A3,Placa de carga,,,,6000,,,,3,true,false,false,false,,0
PCG-XIA-REDMIA5,Placa de carga Xiaomi Redmi A5,Xiaomi,Redmi A5,Placa de carga,,,,6000,,,,3,true,false,false,false,,0
PCG-XIA-REDMINOTE135G,Placa de carga Xiaomi Redmi NOTE 13 5G,Xiaomi,Redmi NOTE 13 5G,Placa de carga,,,,6000,,,,2,true,false,false,false,,0
PCG-XIA-REDMI13PRO4G,Placa de carga Xiaomi Redmi 13 PRO 4G,Xiaomi,Redmi 13 PRO 4G,Placa de carga,,,,7000,,,,2,true,false,false,false,,0
PCG-XIA-REDMI13PRO5G,Placa de carga Xiaomi Redmi 13 PRO 5G,Xiaomi,Redmi 13 PRO 5G,Placa de carga,,,,10000,,,,2,true,false,false,false,,0
PCG-XIA-POCOX3,Placa de carga Xiaomi POCO X3,Xiaomi,POCO X3,Placa de carga,,,X3 PRO,6000,,,,2,true,false,false,false,,0
PCG-ZTE-A34,Placa de carga ZTE A34,ZTE,A34,Placa de carga,,,,10000,,,,2,true,false,false,false,,0
PCG-ZTE-A53PLUS,Placa de carga ZTE A53 PLUS,ZTE,A53 PLUS,Placa de carga,,,,10000,,,,2,true,false,false,false,,0
PCG-ZTE-A54,Placa de carga ZTE A54,ZTE,A54,Placa de carga,,,,10000,,,,2,true,false,false,false,,0
MOD-XIA-POCOC61-SM-KP,Módulo Xiaomi Poco C61 · Sin marco · KP,Xiaomi,Poco C61,Módulo,KP,Sin marco,,21000,,,,6,true,false,false,false,,0
BAT-APP-12-JCID-AUTOPROGRA,Batería iPhone 12 · JCID / AUTOPROGRAMABLE,iPhone,12,Batería,JCID / AUTOPROGRAMABLE,,12 Pro,48000,,,,2,true,false,false,false,,0
BAT-APP-13PRO-JCID-AUTOPROGRA,Batería iPhone 13 Pro · JCID / AUTOPROGRAMABLE,iPhone,13 Pro,Batería,JCID / AUTOPROGRAMABLE,,,48000,,,,3,true,false,false,false,,0
BAT-APP-13-JCID,Batería iPhone 13 · JCID,iPhone,13,Batería,JCID,,,48000,,,,1,true,false,false,false,,0
BAT-APP-12PROMAX-JCID-AUTOPROGRA,Batería iPhone 12 Pro Max · JCID / AUTOPROGRAMABLE,iPhone,12 Pro Max,Batería,JCID / AUTOPROGRAMABLE,,,48000,,,,3,true,false,false,false,,0
BAT-APP-13PROMAX-JCID-AUTOPROGRA,Batería iPhone 13 Pro Max · JCID / AUTOPROGRAMABLE,iPhone,13 Pro Max,Batería,JCID / AUTOPROGRAMABLE,,,50000,,,,1,true,false,false,false,,0
BAT-APP-14-JCID-AUTOPROGRA,Batería iPhone 14 · JCID / AUTOPROGRAMABLE,iPhone,14,Batería,JCID / AUTOPROGRAMABLE,,,48000,,,,2,true,false,false,false,,0
BAT-APP-14PROMAX-JCID-AUTOPROGRA,Batería iPhone 14 Pro Max · JCID / AUTOPROGRAMABLE,iPhone,14 Pro Max,Batería,JCID / AUTOPROGRAMABLE,,,50000,,,,2,true,false,false,false,,0
BAT-APP-AMPSENTRIXPLUS15-AMPSENTRIX,Batería iPhone Ampsentrix PLUS 15 · AMPSENTRIX,iPhone,Ampsentrix PLUS 15,Batería,AMPSENTRIX,,,55000,,,,1,true,false,false,false,,0
BAT-APP-AMPSENTRIXPLUS15PRO-AMPSENTRIX,Batería iPhone Ampsentrix PLUS 15 PRO · AMPSENTRIX,iPhone,Ampsentrix PLUS 15 PRO,Batería,AMPSENTRIX,,,56000,,,,0,true,false,false,false,,0
BAT-APP-11-ORIGINAL-FOXCONN,Batería iPhone 11 · ORIGINAL / FOXCONN,iPhone,11,Batería,ORIGINAL / FOXCONN,,,15500,,,,21,true,false,false,false,,0
BAT-APP-11PRO-ORIGINAL-FOXCONN,Batería iPhone 11 Pro · ORIGINAL / FOXCONN,iPhone,11 Pro,Batería,ORIGINAL / FOXCONN,,,25000,,,,5,true,false,false,false,,0
BAT-APP-11PROMAX-ORIGINAL-FOXCONN,Batería iPhone 11 Pro Max · ORIGINAL / FOXCONN,iPhone,11 Pro Max,Batería,ORIGINAL / FOXCONN,,,23000,,,,4,true,false,false,false,,0
BAT-APP-12PROMAX-ORIGINAL-FOXCONN,Batería iPhone 12 Pro Max · ORIGINAL / FOXCONN,iPhone,12 Pro Max,Batería,ORIGINAL / FOXCONN,,,26000,,,,5,true,false,false,false,,0
BAT-APP-12-ORIGINAL-FOXCONN,Batería iPhone 12 · ORIGINAL / FOXCONN,iPhone,12,Batería,ORIGINAL / FOXCONN,,12 Pro,23000,,,,5,true,false,false,false,,0
BAT-APP-13-ORIGINAL-FOXCONN,Batería iPhone 13 · ORIGINAL / FOXCONN,iPhone,13,Batería,ORIGINAL / FOXCONN,,,18700,,,,6,true,false,false,false,,0
BAT-APP-13PROMAX-ORIGINAL-FOXCONN,Batería iPhone 13 Pro Max · ORIGINAL / FOXCONN,iPhone,13 Pro Max,Batería,ORIGINAL / FOXCONN,,,30400,,,,3,true,false,false,false,,0
BAT-APP-X-ORIGINAL-FOXCONN,Batería iPhone X · ORIGINAL / FOXCONN,iPhone,X,Batería,ORIGINAL / FOXCONN,,,17000,,,,2,true,false,false,false,,0
BAT-APP-XR-ORIGINAL-FOXCONN,Batería iPhone XR · ORIGINAL / FOXCONN,iPhone,XR,Batería,ORIGINAL / FOXCONN,,,17000,,,,3,true,false,false,false,,0
BAT-APP-XS-ORIGINAL-FOXCONN,Batería iPhone XS · ORIGINAL / FOXCONN,iPhone,XS,Batería,ORIGINAL / FOXCONN,,,22000,,,,2,true,false,false,false,,0
BAT-APP-XSMAX-ORIGINAL-FOXCONN,Batería iPhone XS Max · ORIGINAL / FOXCONN,iPhone,XS Max,Batería,ORIGINAL / FOXCONN,,,22000,,,,3,true,false,false,false,,0
BAT-APP-13PROSLIM-ORIGINAL-FOXCONN,Batería iPhone 13 Pro Slim · ORIGINAL / FOXCONN,iPhone,13 Pro Slim,Batería,ORIGINAL / FOXCONN,,,26000,,,,5,true,false,false,false,,0
BAT-MOT-E15,Batería Motorola E15,Motorola,E15,Batería,,,RL52; G05; G15,13500,,,,5,true,false,false,false,,0
BAT-MOT-E20,Batería Motorola E20,Motorola,E20,Batería,,,NT40,10000,,,,5,true,false,false,false,,0
BAT-MOT-E22,Batería Motorola E22,Motorola,E22,Batería,,,NH40,11000,,,,5,true,false,false,false,,0
BAT-MOT-E6S,Batería Motorola E6S,Motorola,E6S,Batería,,,KS40; E6I; E6 Play,11000,,,,3,true,false,false,false,,0
BAT-MOT-E7POW,Batería Motorola E7Pow,Motorola,E7Pow,Batería,,,JK50; G20; G30; E40,12000,,,,8,true,false,false,false,,0
BAT-MOT-G14,Batería Motorola G14,Motorola,G14,Batería,,,PC50; G54,12000,,,,3,true,false,false,false,,0
BAT-MOT-G22,Batería Motorola G22,Motorola,G22,Batería,,,NH50; E13; E32; G53; G13,12000,,,,1,true,false,false,false,,0
BAT-MOT-G22-ORIGINAL,Batería Motorola G22 · ORIGINAL,Motorola,G22,Batería,ORIGINAL,,NH50; E13; E32; G53; G13 SVC,19000,,,,7,true,false,false,false,,0
BAT-MOT-EDGE30,Batería Motorola EDGE 30,Motorola,EDGE 30,Batería,,,ND40,12000,,,,3,true,false,false,false,,0
BAT-MOT-G52,Batería Motorola G52,Motorola,G52,Batería,,,NE50; G82; G72,12000,,,,3,true,false,false,false,,0
BAT-MOT-G84,Batería Motorola G84,Motorola,G84,Batería,,,QB50,12000,,,,3,true,false,false,false,,0
BAT-MOT-G85,Batería Motorola G85,Motorola,G85,Batería,,,QE50,12000,,,,2,true,false,false,false,,0
BAT-MOT-G23,Batería Motorola G23,Motorola,G23,Batería,,,PH50,10000,,,,3,true,false,false,false,,0
BAT-MOT-G24,Batería Motorola G24,Motorola,G24,Batería,,,QF50; G34; G04; G04S; E14,12000,,,,4,true,false,false,false,,0
BAT-MOT-G32,Batería Motorola G32,Motorola,G32,Batería,,,NC50; G41,13000,,,,7,true,false,false,false,,0
BAT-MOT-G42,Batería Motorola G42,Motorola,G42,Batería,,,ND50; G62,11500,,,,2,true,false,false,false,,0
BAT-MOT-G8PLAY,Batería Motorola G8Play,Motorola,G8Play,Batería,,,KG40; G8; E7; Macro,11000,,,,3,true,false,false,false,,0
BAT-MOT-G9POWER,Batería Motorola G9Power,Motorola,G9Power,Batería,,,MC50; G60,12500,,,,3,true,false,false,false,,0
BAT-SAM-A01,Batería Samsung A01,Samsung,A01,Batería,,,,10000,,,,3,true,false,false,false,,0
BAT-SAM-A02S,Batería Samsung A02S,Samsung,A02S,Batería,,,A03; A04; A04E,11500,,,,2,true,false,false,false,,0
BAT-SAM-A03CORE,Batería Samsung A03 Core,Samsung,A03 Core,Batería,,,,10000,,,,3,true,false,false,false,,0
BAT-SAM-WTSN28A05,Batería Samsung WTS-N28 A05,Samsung,WTS-N28 A05,Batería,,,,10000,,,,4,true,false,false,false,,0
BAT-SAM-A06,Batería Samsung A06,Samsung,A06,Batería,,,,11000,,,,2,true,false,false,false,,0
BAT-SAM-A07,Batería Samsung A07,Samsung,A07,Batería,,,,10500,,,,2,true,false,false,false,,0
BAT-SAM-A10,Batería Samsung A10,Samsung,A10,Batería,,,M10,11000,,,,3,true,false,false,false,,0
BAT-SAM-WTN6A10S,Batería Samsung WT-N6 A10S,Samsung,WT-N6 A10S,Batería,,,A20S; A11,10500,,,,1,true,false,false,false,,0
BAT-SAM-A144G5G,Batería Samsung A14 4G 5G,Samsung,A14 4G 5G,Batería,,,,10500,,,,3,true,false,false,false,,0
BAT-SAM-A15,Batería Samsung A15,Samsung,A15,Batería,,,A15 5G,12500,,,,3,true,false,false,false,,0
BAT-SAM-A16,Batería Samsung A16,Samsung,A16,Batería,,,A26; A17 5G,11000,,,,2,true,false,false,false,,0
BAT-SAM-A20,Batería Samsung A20,Samsung,A20,Batería,,,A30; A30S; A50,11000,,,,3,true,false,false,false,,0
BAT-SAM-A21S,Batería Samsung A21S,Samsung,A21S,Batería,,,A02; A04S; A12; A13 4G,10000,,,,6,true,false,false,false,,0
BAT-SAM-WTW1A225G,Batería Samsung WT-W1 A22 5G,Samsung,WT-W1 A22 5G,Batería,,,,11000,,,,2,true,false,false,false,,0
BAT-SAM-A22,Batería Samsung A22,Samsung,A22,Batería,,,A31; A32 4G; M22,11000,,,,2,true,false,false,false,,0
BAT-SAM-A23,Batería Samsung A23,Samsung,A23,Batería,,,M526; A73; M23; M33; M52; M53,11000,,,,2,true,false,false,false,,0
BAT-SAM-A24,Batería Samsung A24,Samsung,A24,Batería,,,,12000,,,,3,true,false,false,false,,0
BAT-SAM-A335G,Batería Samsung A33 5G,Samsung,A33 5G,Batería,,,A53 5G,12000,,,,3,true,false,false,false,,0
BAT-SAM-A34,Batería Samsung A34,Samsung,A34,Batería,,,A54; A25; A35; A55 5G,12000,,,,3,true,false,false,false,,0
BAT-SAM-A51,Batería Samsung A51,Samsung,A51,Batería,,,,10500,,,,3,true,false,false,false,,0
BAT-SAM-A52,Batería Samsung A52,Samsung,A52,Batería,,,A52S; S20FE; A72; A32 5G,13000,,,,2,true,false,false,false,,0
BAT-SAM-A72,Batería Samsung A72,Samsung,A72,Batería,,,A32 5G,10000,,,,3,true,false,false,false,,0
BAT-XIA-BN5QREDMI13C,Batería Xiaomi BN5Q Redmi 13C,Xiaomi,BN5Q Redmi 13C,Batería,,,C65; Poco M6 5G,12000,,,,3,true,false,false,false,,0
BAT-XIA-BN5XREDMI14C,Batería Xiaomi BN5X Redmi 14C,Xiaomi,BN5X Redmi 14C,Batería,,,POCO C75,12000,,,,3,true,false,false,false,,0
MOD-MOT-G32-SM-KP,Módulo Motorola G32 · Sin marco · KP,Motorola,G32,Módulo,KP,Sin marco,,24000,,,,8,true,false,false,false,,0
MOD-SAM-A164G-OLED,Módulo Samsung A16 4G · OLED,Samsung,A16 4G,Módulo,OLED,,5G BIG SVC,75000,,,,0,true,false,false,false,,0
MOD-SAM-A324GSVC-OLED,Módulo Samsung A32 4G SVC · OLED,Samsung,A32 4G SVC,Módulo,OLED,,,59000,,,,2,true,false,false,false,,0
MOD-SAM-A334G-OLED,Módulo Samsung A33 4G · OLED,Samsung,A33 4G,Módulo,OLED,,5G SVC,69000,,,,2,true,false,false,false,,0
MOD-SAM-A15-PREMIUM,Módulo Samsung A15 · PREMIUM,Samsung,A15,Módulo,PREMIUM,,A15 5G,30000,,,,10,true,false,false,false,,0
MOD-SAM-A15-SM-OLED,Módulo Samsung A15 · Sin marco · OLED,Samsung,A15,Módulo,OLED,Sin marco,A15 5G BIG SVC,68000,,,,2,true,false,false,false,,0
MOD-SAM-A15-CM-OLED,Módulo Samsung A15 · Con marco · OLED,Samsung,A15,Módulo,OLED,Con marco,A15 5G BIG SVC,74000,,,,0,true,false,false,false,,0
MOD-APP-11-INCELL-PREMIUM,Módulo iPhone 11 · INCELL / PREMIUM,iPhone,11,Módulo,INCELL / PREMIUM,,,32000,,,,11,true,false,false,false,,0
MOD-APP-11PROMAX-INCELL-PREMIUM,Módulo iPhone 11 Pro Max · INCELL / PREMIUM,iPhone,11 Pro Max,Módulo,INCELL / PREMIUM,,,42000,,,,2,true,false,false,false,,0
MOD-APP-11PRO-INCELL-PREMIUM,Módulo iPhone 11 Pro · INCELL / PREMIUM,iPhone,11 Pro,Módulo,INCELL / PREMIUM,,,40000,,,,4,true,false,false,false,,0
MOD-APP-12PROMAX-INCELL-PREMIUM,Módulo iPhone 12 Pro Max · INCELL / PREMIUM,iPhone,12 Pro Max,Módulo,INCELL / PREMIUM,,,50000,,,,3,true,false,false,false,,0
MOD-APP-12-INCELL-PREMIUM,Módulo iPhone 12 · INCELL / PREMIUM,iPhone,12,Módulo,INCELL / PREMIUM,,12 Pro,42000,,,,5,true,false,false,false,,0
MOD-APP-13-INCELL-PREMIUM,Módulo iPhone 13 · INCELL / PREMIUM,iPhone,13,Módulo,INCELL / PREMIUM,,,45000,,,,3,true,false,false,false,,0
MOD-APP-13PROMAX-INCELL-PREMIUM,Módulo iPhone 13 Pro Max · INCELL / PREMIUM,iPhone,13 Pro Max,Módulo,INCELL / PREMIUM,,,54000,,,,4,true,false,false,false,,0
MOD-APP-14-INCELL-PREMIUM,Módulo iPhone 14 · INCELL / PREMIUM,iPhone,14,Módulo,INCELL / PREMIUM,,,45000,,,,2,true,false,false,false,,0
MOD-APP-14PROMAX-INCELL-PREMIUM,Módulo iPhone 14 Pro Max · INCELL / PREMIUM,iPhone,14 Pro Max,Módulo,INCELL / PREMIUM,,,58000,,,,3,true,false,false,false,,0
MOD-APP-14PRO-INCELL-PREMIUM,Módulo iPhone 14 Pro · INCELL / PREMIUM,iPhone,14 Pro,Módulo,INCELL / PREMIUM,,,54000,,,,3,true,false,false,false,,0
MOD-APP-15-INCELL-PREMIUM,Módulo iPhone 15 · INCELL / PREMIUM,iPhone,15,Módulo,INCELL / PREMIUM,,,50000,,,,3,true,false,false,false,,0
MOD-APP-XR-INCELL-PREMIUM,Módulo iPhone XR · INCELL / PREMIUM,iPhone,XR,Módulo,INCELL / PREMIUM,,,37000,,,,1,true,false,false,false,,0
MOD-APP-XSMAX-INCELL-PREMIUM,Módulo iPhone XS Max · INCELL / PREMIUM,iPhone,XS Max,Módulo,INCELL / PREMIUM,,,38000,,,,5,true,false,false,false,,0
BAT-APP-BAT14PROMAX-FOXCONN,Batería iPhone Bat 14 Pro Max · FOXCONN,iPhone,Bat 14 Pro Max,Batería,FOXCONN,,,27000,,,,1,true,false,false,false,,0
BAT-APP-BAT15-FOXCONN,Batería iPhone Bat 15 · FOXCONN,iPhone,Bat 15,Batería,FOXCONN,,,26000,,,,2,true,false,false,false,,0
MOD-APP-11FHD-SUNLONG,Módulo iPhone 11 FHD · SUNLONG,iPhone,11 FHD,Módulo,SUNLONG,,,48000,,,,10,true,false,false,false,,0
MOD-APP-11PROMAX-OLED-SUNLONG,Módulo iPhone 11 Pro Max · OLED / SUNLONG,iPhone,11 Pro Max,Módulo,OLED / SUNLONG,,,95000,,,,2,true,false,false,false,,0
MOD-APP-12-OLED-SUNLONG,Módulo iPhone 12 · OLED / SUNLONG,iPhone,12,Módulo,OLED / SUNLONG,,12 Pro,96000,,,,5,true,false,false,false,,0
MOD-APP-12PROMAX-OLED-SUNLONG,Módulo iPhone 12 Pro Max · OLED / SUNLONG,iPhone,12 Pro Max,Módulo,OLED / SUNLONG,,,129000,,,,2,true,false,false,false,,0
MOD-APP-13-OLED-SUNLONG,Módulo iPhone 13 · OLED / SUNLONG,iPhone,13,Módulo,OLED / SUNLONG,,,105000,,,,8,true,false,false,false,,0
MOD-APP-13PROMAX-OLED-SUNLONG,Módulo iPhone 13 Pro Max · OLED / SUNLONG,iPhone,13 Pro Max,Módulo,OLED / SUNLONG,,,155000,,,,3,true,false,false,false,,0
MOD-APP-14-OLED-SUNLONG,Módulo iPhone 14 · OLED / SUNLONG,iPhone,14,Módulo,OLED / SUNLONG,,,125000,,,,3,true,false,false,false,,0
MOD-APP-14PRO-OLED-SUNLONG,Módulo iPhone 14 Pro · OLED / SUNLONG,iPhone,14 Pro,Módulo,OLED / SUNLONG,,,170000,,,,2,true,false,false,false,,0
MOD-APP-14PROMAX-OLED-SUNLONG,Módulo iPhone 14 Pro Max · OLED / SUNLONG,iPhone,14 Pro Max,Módulo,OLED / SUNLONG,,,178300,,,,3,true,false,false,false,,0
MOD-APP-15PRO-OLED-SUNLONG,Módulo iPhone 15 Pro · OLED / SUNLONG,iPhone,15 Pro,Módulo,OLED / SUNLONG,,,185000,,,,1,true,false,false,false,,0
MOD-MOT-G52-OLED,Módulo Motorola G52 · OLED,Motorola,G52,Módulo,OLED,,G82; G72; EDGE 30,75000,,,,2,true,false,false,false,,0
MOD-APP-13PRODIAG-JCID,Módulo iPhone 13 PRO DIAG · JCID,iPhone,13 PRO DIAG,Módulo,JCID,,,178000,,,,1,true,false,false,false,,0
TAP-APP-16PROMAXCOMPLETA,Tapa iPhone 16 Pro Max completa,iPhone,16 Pro Max completa,Tapa,,,,22000,,,,7,true,false,false,false,,0
MOD-SAM-A21S-CM-OLED,Módulo Samsung A21S · Con marco · OLED,Samsung,A21S,Módulo,OLED,Con marco,,25000,,,,10,true,false,false,false,,0
MOD-MOT-G42-INCELL-PREMIUM,Módulo Motorola G42 · INCELL / PREMIUM,Motorola,G42,Módulo,INCELL / PREMIUM,,,26000,,,,2,true,false,false,false,,0
MOD-MOT-G52-PREMIUM,Módulo Motorola G52 · PREMIUM,Motorola,G52,Módulo,PREMIUM,,G82; G72; G71S,26000,,,,3,true,false,false,false,,0
MOD-APP-11-AMPSENTRIX-TAGON,Módulo iPhone 11 · AMPSENTRIX / TAG ON,iPhone,11,Módulo,AMPSENTRIX / TAG ON,,,14200,,,,5,true,false,false,false,,0
MOD-APP-12-AMPSENTRIX-TAGON,Módulo iPhone 12 · AMPSENTRIX / TAG ON,iPhone,12,Módulo,AMPSENTRIX / TAG ON,,12P; 12Mini,14200,,,,2,true,false,false,false,,0
MOD-APP-12PM-AMPSENTRIX-TAGON,Módulo iPhone 12 PM · AMPSENTRIX / TAG ON,iPhone,12 PM,Módulo,AMPSENTRIX / TAG ON,,,15000,,,,2,true,false,false,false,,0
MOD-APP-13-AMPSENTRIX-TAGON,Módulo iPhone 13 · AMPSENTRIX / TAG ON,iPhone,13,Módulo,AMPSENTRIX / TAG ON,,,14200,,,,6,true,false,false,false,,0
MOD-APP-11P-AMPSENTRIX-TAGON,Módulo iPhone 11P · AMPSENTRIX / TAG ON,iPhone,11P,Módulo,AMPSENTRIX / TAG ON,,11PM,14200,,,,2,true,false,false,false,,0
MOD-APP-13P-AMPSENTRIX-TAGON,Módulo iPhone 13P · AMPSENTRIX / TAG ON,iPhone,13P,Módulo,AMPSENTRIX / TAG ON,,13PM; 14P; 14PM,14200,,,,6,true,false,false,false,,0
MOD-APP-15-AMPSENTRIX-TAGON,Módulo iPhone 15 · AMPSENTRIX / TAG ON,iPhone,15,Módulo,AMPSENTRIX / TAG ON,,15Plus,15000,,,,2,true,false,false,false,,0
MOD-APP-15P-AMPSENTRIX-TAGON,Módulo iPhone 15P · AMPSENTRIX / TAG ON,iPhone,15P,Módulo,AMPSENTRIX / TAG ON,,15PM,15000,,,,2,true,false,false,false,,0
MOD-APP-14-AMPSENTRIX-TAGON,Módulo iPhone 14 · AMPSENTRIX / TAG ON,iPhone,14,Módulo,AMPSENTRIX / TAG ON,,14Plus,14200,,,,2,true,false,false,false,,0
